"genename","uniprot","mean_ctrl","mean_patient","mito","complex"
"MAPK7","Q13164",42459.107425,42760.34375,"nonmito",""
"MAPK8","P45983-3;P45983-4",44946.99219,42129.2695333333,"nonmito",""
"MAPK9","P45984;P45984-2",97261.5800675,90480.0598966667,"nonmito",""
"MAPKAP1","Q9BPZ7;Q9BPZ7-2",31430.1157225,37781.2539066667,"nonmito",""
"MAPKAPK2","P49137",96319.9999975,98296.1015633333,"nonmito",""
"MAPRE1","Q15691",550569.45315,502349.1771,"nonmito",""
"MAPRE2","Q15555-5",97566.3730475,79140.9349,"nonmito",""
"MAPRE3","Q9UPY8",112951.88475,143143.0469,"nonmito",""
"MARCHF5","Q9NX47",128247.43165,139680.218766667,"mito",""
"MARCHF6","O60337",56274.2353525,62075.7356766667,"nonmito",""
"MARCKS","P29966",943151.078125,591707.791666667,"nonmito",""
"MARCKSL1","P49006",62680.7626975,100801.377603333,"nonmito",""
"MARK2","Q7KZI7;Q7KZI7-11;Q7KZI7-15;Q7KZI7-16;Q7KZI7-4;Q7KZI7-5;Q7KZI7-8;Q7KZI7-9",60467.9365275,64911.1888,"nonmito",""
"MARK3","P27448;P27448-3;P27448-4",32571.4458025,36013.3736966667,"nonmito",""
"MARS1","P56192",412079.585975,486656.1771,"nonmito",""
"MASP1","P48740-2;P48740-4",61035.9746125,21487.26823,"nonmito",""
"MAST2","Q6P0Q8;Q6P0Q8-2",36291.52295,57694.0247366667,"nonmito",""
"MAT2A","P31153",582886.875,512995.4375,"nonmito",""
"MAT2B","Q9NZL9",303802.08595,281588.3646,"nonmito",""
"MATR3","P43243",442461.632825,415161.708366667,"nonmito",""
"MAVS","Q7Z434",192460.1094,130158.997433333,"mito",""
"MAX","P61244;P61244-2",61597.7548825,61268.58203,"nonmito",""
"MB21D2","Q8IYB1",85172.73633,62872.8541666667,"nonmito",""
"MBD1","Q9UIS9;Q9UIS9-10;Q9UIS9-12;Q9UIS9-5;Q9UIS9-7;Q9UIS9-9",2263901.40625,3366302.58333333,"nonmito",""
"MBD2","Q9UBB5",131557.6289,101463.22658,"nonmito",""
"MBD3","O95983;O95983-2",30006.6113275,35650.7278633333,"nonmito",""
"MBLAC2","Q68D91",65584.1972675,45311.8971366667,"nonmito",""
"MBNL1","Q9NR56",453372.039075,408492.145866667,"nonmito",""
"MBNL2","Q5VZF2;Q5VZF2-2;Q5VZF2-3",82348.98926,70126.0286466667,"nonmito",""
"MBOAT2","Q6ZWT7",42868.140625,59450.10417,"nonmito",""
"MBOAT7","Q96N66",339377.01175,312172.447966667,"nonmito",""
"MBTPS1","Q14703",21842.89209,26816.3984366667,"nonmito",""
"MCAM","P43121",43597.47217,156150.140633333,"nonmito",""
"MCAT","Q8IVS2",58838.4003925,84566.1119833333,"mito",""
"MCC","P23508;P23508-2",34419.4643575,43547.49479,"nonmito",""
"MCCC1","Q96RQ3",50586.8535175,64044.10547,"mito",""
"MCCC2","Q9HCC0",68711.6855475,71842.44531,"mito",""
"MCEE","Q96PE7",61592.2490225,49858.6914033333,"mito",""
"MCFD2","Q8NI22",34520.245605,28270.8717466667,"nonmito",""
"MCM2","P49736",206852.3887,89494.4557333333,"nonmito",""
"MCM3","P25205",154244.68362,68010.27604,"nonmito",""
"MCM3AP","O60318",32331.3042,35633.6263033333,"nonmito",""
"MCM4","P33991",170013.38866,81014.5651066667,"nonmito",""
"MCM5","P33992",258246.8164,106578.572933333,"nonmito",""
"MCM6","Q14566",162780.894525,70362.9062533333,"nonmito",""
"MCM7","P33993",224449.64065,96317.2291666667,"nonmito",""
"MCMBP","Q9BTE3-2",66518.7402375,53488.2513033333,"nonmito",""
"MCOLN1","Q9GZU1",61880.6923825,76886.22396,"nonmito",""
"MCRIP1","C9JLW8",149056.453125,118217.023466667,"nonmito",""
"MCTS1","Q9ULC4",462881.445325,550799.625,"nonmito",""
"MCU","Q8NE86;Q8NE86-3",99489.35352,86380.75521,"mito",""
"MCUB","Q9NWR8",45558.2265625,42788.6523433333,"mito",""
"MCUR1","Q96AQ8",24837.43457,27828.5013033333,"mito",""
"MDC1","Q14676;Q14676-2",42013.4804675,34623.5039033333,"nonmito",""
"MDFIC","Q9P1T7;Q9P1T7-1",30807.0732425,19690.5891933333,"nonmito",""
"MDH1","P40925;P40925-3",1666732.5625,1844292.20833333,"nonmito",""
"MDH2","P40926",3429673.125,4933592,"mito",""
"MDN1","Q9NU22",76739.5810575,95279.8776066667,"nonmito",""
"ME1","P48163",245261.988325,274342.020866667,"nonmito",""
"ME2","P23368",167290.734375,174489.244766667,"mito",""
"MEAK7","Q6P9B6",170401.3965,184992.140633333,"nonmito",""
"MECP2","P51608;P51608-2",58095.7265625,71373.1354166667,"nonmito",""
"MECR","Q9BV79",60678.36133,55384.34245,"mito",""
"MED1","Q15648;Q15648-3",50671.5527325,62060.71875,"nonmito",""
"MED12","Q93074;Q93074-2;Q93074-3",34985.120605,35145.77344,"nonmito",""
"MED14","O60244",41341.02832,44021.6940133333,"nonmito",""
"MED15","Q96RN5;Q96RN5-2;Q96RN5-3",65178.2558625,103840.87762,"nonmito",""
"MED16","Q9Y2X0;Q9Y2X0-2;Q9Y2X0-3",109853.37695,108750.6823,"nonmito",""
"MED17","Q9NVC6",64438.8876975,69578.96224,"nonmito",""
"MED18","Q9BUE0",37341.99707,38018.7057266667,"nonmito",""
"MED20","Q9H944",44427.635745,36125.5299466667,"nonmito",""
"MED23","Q9ULK4;Q9ULK4-3;Q9ULK4-4;Q9ULK4-5",44255.85059,51581.26693,"nonmito",""
"MED24","O75448;O75448-2",32457.9384775,34818.1862,"nonmito",""
"MED25","Q71SY5;Q71SY5-4;Q71SY5-5",62872.5849625,52143.2070333333,"nonmito",""
"MED27","Q6P2C8;Q6P2C8-2",74606.689455,78504.56771,"nonmito",""
"MED4","Q9NPJ6",33140.1503925,40958.5729166667,"nonmito",""
"MEF2D","Q14814;Q14814-4",29453.2421875,33821.05143,"nonmito",""
"MEMO1","Q9Y316;Q9Y316-3",259871.449225,253260.276033333,"nonmito",""
"MEN1","O00255;O00255-2;O00255-3",14121.80005025,19021.4480816667,"nonmito",""
"MEPCE","Q7L2J0",144708.01565,119014.375,"nonmito",""
"MESD","Q14696",359850.20315,330188.031266667,"nonmito",""
"MEST","Q5EB52;Q5EB52-2;Q5EB52-3",45999.6667475,551219.291666667,"nonmito",""
"MET","P08581;P08581-2",229567.218775,218661.0573,"nonmito",""
"METAP1","P53582",174662.58985,202081.270833333,"nonmito",""
"METAP1D","Q6UB28",7562.911377,8012.372069,"mito",""
"METAP2","P50579",156405.042975,133503.330733333,"nonmito",""
"METTL1","Q9UBP6",50013.8496125,49433.8151033333,"nonmito",""
"METTL14","Q9HCE5",46292.99414,46782.60547,"nonmito",""
"METTL15","A6NJ78",234274.6211,226511.583333333,"mito",""
"METTL16","Q86W50",72072.13672,84683.6015633333,"nonmito",""
"METTL26","Q96S19",70414.93164,51667.8776066667,"nonmito",""
"METTL2B","Q6P1Q9",75937.4238275,75780,"nonmito",""
"METTL3","Q86U44",31177.166505,34923.3541666667,"nonmito",""
"METTL5","Q9NRN9",40994.112305,46080.7252633333,"mito",""
"METTL9","Q9H1A3",97090.24221,140965.692733333,"nonmito",""
"MFAP1","P55081",62767.90332,51993.39974,"nonmito",""
"MFF","Q9GZY8-2",66490.68262,52110.3906233333,"mito",""
"MFGE8","Q08431",224394.266615,475166.062533333,"nonmito",""
"MFN1","Q8IWA4",62520.874025,64389.9596333333,"mito",""
"MFN2","O95140",96112.089835,110338,"mito",""
"MFSD1","Q9H3U5;Q9H3U5-3;Q9H3U5-5;Q9H3U5-6",167448.0586,184449.114633333,"nonmito",""
"MFSD10","Q14728",267037.574225,186071.385433333,"nonmito",""
"MFSD5","Q6N075;Q6N075-2",180491.95315,236433.520833333,"nonmito",""
"MGAT1","P26572",209554.839825,203604.453166667,"nonmito",""
"MGAT2","Q10469",143086.476575,151270.270833333,"nonmito",""
"MGAT4B","Q9UQ53;Q9UQ53-2",56720.88867,48942.4687533333,"nonmito",""
"MGLL","Q99685",269052.9297,220328.515633333,"nonmito",""
"MGME1","Q9BQP7",71087.953125,54651.2994833333,"mito",""
"MGMT","P16455",74178.5205075,76600.06771,"nonmito",""
"MGRN1","O60291;O60291-2;O60291-3;O60291-4",52354.0380875,49393.9348966667,"nonmito",""
"MGST1","P10620",550497.6875,346192.958333333,"mito",""
"MGST3","O14880",1021657.296875,1644455.33333333,"mito",""
"MIA2","Q96PC5;Q96PC5-10;Q96PC5-14;Q96PC5-7;Q96PC5-9",52834.28711,52635.2513,"nonmito",""
"MIA2","Q96PC5;Q96PC5-10;Q96PC5-14;Q96PC5-7;Q96PC5-9",52834.28711,52635.2513,"nonmito",""
"MIA3","Q5JRA6",70087.2168,70987.3515633333,"nonmito",""
"MIB1","Q86YT6",80483.683595,75114.92448,"nonmito",""
"MIB2","Q96AX9;Q96AX9-11;Q96AX9-13;Q96AX9-14;Q96AX9-2;Q96AX9-3;Q96AX9-6",25451.183595,22543.3157533333,"nonmito",""
"MICAL1","Q8TDZ2;Q8TDZ2-4",238382.00785,159411.546866667,"nonmito",""
"MICAL2","O94851-4;O94851-6",95905.19336,123782.4401,"nonmito",""
"MICAL3","Q7RTP6",83072.294925,64291.1536466667,"nonmito",""
"MICALL1","Q8N3F8",75530.29883,50141.0416666667,"nonmito",""
"MICALL2","Q8IY33",67222.3125025,68458.6523466667,"nonmito",""
"MICOS10","Q5TGZ0",507158.57855225,40336.1790366667,"mito",""
"MICOS13","Q5XKP0",300855.38285,260455.8125,"mito",""
"MICU1","Q9BPX6;Q9BPX6-3",77262.751955,74469.9036466667,"mito",""
"MICU2","Q8IYU8",46512.5048825,51360.48698,"mito",""
"MID1","O15344",66128.60547,42671.2526033333,"nonmito",""
"MIDEAS","Q6PJG2",22617.3828125,23582.0358066667,"nonmito",""
"MIEF1","L0R8F8",74615.3574325,90829.9947933333,"mito",""
"MIEN1","Q9BRT3",232881.64845,205559.010433333,"nonmito",""
"MIF","P14174",7391428.625,5993317.16666667,"nonmito",""
"MIGA1","Q8NAN2",39094.84326,77457.7161433333,"mito",""
"MIGA2","Q7L4E1",68125.169925,72327.26302,"mito",""
"MINDY2","Q8NBR6;Q8NBR6-2",127475.3769625,116310.6068,"nonmito",""
"MINDY3","Q9H8M7",154641.13675,154428.7292,"nonmito",""
"MINK1","Q8N4C8;Q8N4C8-2;Q8N4C8-4;Q8N4C8-5",58064.3906275,55689.55599,"nonmito",""
"MINPP1","Q9UNW1",191875.273425,177146.390633333,"nonmito",""
"MIOS","Q9NXC5",44648.552735,50086.66797,"nonmito",""
"MIPEP","Q99797",81858.6308625,94221.33594,"mito",""
"MKI67","P46013;P46013-2",54732.354495,45966.5729166667,"nonmito",""
"MKLN1","Q9UL63",28213.7529275,33014.77539,"nonmito",""
"MKRN2","Q9H000",197671.339875,207920.578133333,"nonmito",""
"MLEC","Q14165",446400.664075,460420.968766667,"nonmito",""
"MLF2","Q15773",75048.6074225,68877.39323,"nonmito",""
"MLH1","P40692",20167.42480575,70854.32879,"nonmito",""
"MLKL","Q8NB16",57397.325195,46656.8593766667,"nonmito",""
"MLLT1","Q03111",44027.046875,46658.11849,"nonmito",""
"MLST8","Q9BVC4",45291.095705,47481.7591166667,"nonmito",""
"MLYCD","O95822;O95822-2",86460.3945325,81251.4088566667,"mito",""
"MMAA","Q8IVH4",47899.853515,45584.1692733333,"mito",""
"MMAB","Q96EY8",51936.17383,49296.26953,"mito",""
"MMADHC","Q9H3L0",31392.419435,28163.3417966667,"mito",""
"MME","P08473",278233.1172,230330.843766667,"nonmito",""
"MMGT1","Q8N4V1",102847.084005,100155.71093,"nonmito",""
"MMP1","P03956",90373.93824,60371.76823,"nonmito",""
"MMP14","P50281",793438.40625,962332.416666667,"nonmito",""
"MMP2","P08253",172899.2422,252318.937533333,"nonmito",""
"MMS19","Q96T76;Q96T76-8",146508.83205,179812.494833333,"nonmito",""
"MMUT","P22033",133610.05665,135638.838566667,"mito",""
"MNAT1","P51948;P51948-2",159622.0039,125249.458333333,"nonmito",""
"MOB1A","Q9H8S9",287932.953125,257168.031266667,"nonmito",""
"MOB2","Q70IA6",98845.583975,91181.5,"nonmito",""
"MOB3A","Q96BX8",158242.9883,153988.312533333,"nonmito",""
"MOB4","Q9Y3A3;Q9Y3A3-3",165862.8203,215115.8021,"nonmito",""
"MOCS2","O96007",154689.789075,133039.6172,"nonmito",""
"MOCS3","O95396",39495.100585,40906.9648466667,"nonmito",""
"MOGS","Q13724",381452.257825,455081.520866667,"nonmito",""
"MON1A","Q86VX9;Q86VX9-5",92779.285155,73301.1015633333,"nonmito",""
"MON1B","Q7L1V2;Q7L1V2-2",38609.621095,47102.3294266667,"nonmito",""
"MON2","Q7Z3U7;Q7Z3U7-5;Q7Z3U7-6",94000.3398475,125596.3229,"nonmito",""
"MORC2","Q9Y6X9;Q9Y6X9-2",40602.3828125,42551.4414066667,"nonmito",""
"MORC3","Q14149",28912.961425,27500.5839833333,"nonmito",""
"MORF4L1","Q9UBU8-2",65290.4394525,61723.7174466667,"nonmito",""
"MOSPD2","Q8NHP6",149854.33595,100039.460926667,"nonmito",""
"MOV10","Q9HCE1",90377.91407,128509.322933333,"nonmito",""
"MOXD1","Q6UVY6",273481.27735,119582.041666667,"nonmito",""
"MPC1","Q9Y5U8",55671.3593775,70184.2760433333,"mito",""
"MPC2","O95563",170202.03515,180575.359366667,"mito",""
"MPDU1","O75352;O75352-2",503634.4297,537729.666666667,"nonmito",""
"MPDZ","O75970;O75970-2;O75970-3;O75970-5",69978.38086,59214.54167,"nonmito",""
"MPG","P29372;P29372-2;P29372-4;P29372-5",135462.984375,90674.2239566667,"nonmito",""
"MPHOSPH10","O00566",48384.1982425,47308.56901,"nonmito",""
"MPHOSPH6","Q99547",96259.2558575,94930.4947966667,"nonmito",""
"MPHOSPH8","Q99549;Q99549-2",115199.421875,142275.1875,"nonmito",""
"MPI","P34949",113119.5801,123196.666666667,"nonmito",""
"MPP1","Q00013;Q00013-2",59074.15723,59417.9361966667,"nonmito",""
"MPP2","Q14168;Q14168-2;Q14168-3;Q14168-4;Q14168-6",35115.9438475,42632.72266,"nonmito",""
"MPP5","Q8N3R9",84632.2636725,65524.6067733333,"nonmito",""
"MPP6","Q9NZW5",98276.7793125,73246.5156266667,"nonmito",""
"MPRIP","Q6WCQ1;Q6WCQ1-2",144839.46095,119604.911466667,"nonmito",""
"MPST","P25325;P25325-2",225401.859375,250383.760433333,"mito",""
"MPV17","P39210",105500.0566625,133321.549466667,"mito",""
"MPZL1","O95297;O95297-2",373441.6641,252189.286466667,"nonmito",""
"MRAS","O14807",78624.939455,51959.09766,"nonmito",""
"MRC2","Q9UBG0",364067.4766,320001.708333333,"nonmito",""
"MRE11","P49959;P49959-3",137618.61915,108881.6771,"nonmito",""
"MRGPRF","Q96AM1",249280.2539,293745.260466667,"nonmito",""
"MRI1","Q9BV20",70371.8584,43115.3958333333,"nonmito",""
"MRM1","Q6IN84",75465.0478525,63941.7395866667,"mito",""
"MRM3","Q9HC36",22688.6796875,28424.5794266667,"mito",""
"MROH1","Q8NDA8",107452.0410225,124931.156266667,"nonmito",""
"MRPL1","Q9BYD6",85910.740235,123507.2552,"mito","Ribo"
"MRPL10","Q7Z7H8;Q7Z7H8-2",160750.125025,217156.234366667,"mito","Ribo"
"MRPL11","Q9Y3B7",178669.765625,220086.760433333,"mito","Ribo"
"MRPL12","P52815",460360.156275,510209.656266667,"mito","Ribo"
"MRPL13","Q9BYD1",128174.722675,139030.8229,"mito","Ribo"
"MRPL14","Q6P1L8",127673.853525,162559.348966667,"mito","Ribo"
"MRPL15","Q9P015",150072.96875,157361.229166667,"mito","Ribo"
"MRPL16","Q9NX20",101075.880885,125453.2005,"mito","Ribo"
"MRPL17","Q9NRX2",126984.445325,163748.265633333,"mito","Ribo"
"MRPL18","Q9H0U6",140301.947275,167260.885433333,"mito","Ribo"
"MRPL19","P49406",149995.703125,186259.953133333,"mito","Ribo"
"MRPL2","Q5T653",162236.433625,197698.265633333,"mito","Ribo"
